v_3p_del,v_gene,count
1,IGHV3-53*01,1031
3,IGHV1-46*02,31
3,IGHV5-a*04,2
1,IGHV3/OR16-14*01,1
4,IGHV4/OR15-8*02,6
8,IGHV1-2*03,2
3,IGHV3-53*03,2
7,IGHV3-53*03,12
6,IGHV4/OR15-8*03,5
5,IGHV3-49*05,32
6,IGHV4-34*13,1
4,IGHV1/OR15-2*01,5
0,IGHV1-46*02,141
3,IGHV3-h*02,150
8,IGHV3-38*02,1
0,IGHV3-35*01,11
0,IGHV4-59*10,12
4,IGHV3-h*02,43
2,IGHV3-43*91,11
0,IGHV5-a*04,54
4,IGHV3-73*02,11
1,IGHV4-4*07,92
3,IGHV1-18*01,25
8,IGHV3-66*04,1
0,IGHV3-38*02,2
6,IGHV3-33*02,3
7,IGHV3-20*91,4
6,IGHV5-51*03,1
1,IGHV3-43*91,28
2,IGHV3-35*01,10
5,IGHV1-2*03,1
7,IGHV3-9*91,4
1,IGHV3-33*03,19
0,IGHV3-33*02,261
5,IGHV3-64*91,2
1,IGHV3-73*02,92
2,IGHV7-4-1*91,2
8,IGHV3-43*91,1
1,IGHV3-h*02,531
6,IGHV3-h*02,3
0,IGHV1/OR21-1*01,5
0,IGHV2-10*01,1
4,IGHV1-46*03,2
2,IGHV1/OR15-9*01,1
5,IGHV1-46*02,10
2,IGHV3/OR16-13*91,1
2,IGHV3-h*01,189
0,IGHV3-71*03,91
2,IGHV3-30*15,107
1,IGHV4/OR15-8*02,28
0,IGHV3-53*01,1100
0,IGHV3/OR16-8*02,4
2,IGHV1-46*02,50
5,IGHV7-81*01,1
4,IGHV3-13*04,3
0,IGHV3/OR16-10*03,6
3,IGHV3-48*02,1
3,IGHV3-23*04,1166
5,IGHV3-30*15,48
8,IGHV2-70*12,1
4,IGHV3-9*02,170
6,IGHV3-43*91,6
1,IGHV4-39*06,18
6,IGHV1-46*03,3
3,IGHV3-NL1*01,953
2,IGHV3-66*03,217
6,IGHV2-70*11,1
1,IGHV1-18*03,4
3,IGHV4-34*09,3
2,IGHV3-53*04,87
0,IGHV5-a*02,5
2,IGHV4-59*91,1
2,IGHV3-64*04,1034
5,IGHV1-69*10,22
7,IGHV3-h*01,11
0,IGHV4-28*04,1
0,IGHV3/OR16-8*01,4
5,IGHV3-66*03,3
6,IGHV3-71*03,2
6,IGHV4/OR15-8*02,1
7,IGHV3-33*02,1
3,IGHV3-16*02,1
1,IGHV3-21*03,9
2,IGHV3-64*91,6
4,IGHV3-35*01,1
1,IGHV6-1*02,19
4,IGHV4-61*06,2
5,IGHV4-61*08,4
2,IGHV3-23*03,13
4,IGHV4-59*91,1
8,IGHV5-a*02,1
8,IGHV3-23*04,19
4,IGHV1-3*02,14
7,IGHV3-53*04,1
2,IGHV3-30-3*01,1
5,IGHV3-74*03,5
3,IGHV3-48*01,10
3,IGHV4-34*13,33
1,IGHV7-4-1*02,2
5,IGHV3-h*02,39
1,IGHV3-38*01,1
4,IGHV2-26*01,3
6,IGHV3-d*01,5
4,IGHV3-33*06,82
0,IGHV4-30-2*01,2
0,IGHV3-15*07,357
1,IGHV3-48*01,32
3,IGHV4-61*08,39
1,IGHV1-8*02,2
2,IGHV4-55*01,2
2,IGHV1/OR15-1*02,1
7,IGHV3-71*03,2
9,IGHV3-9*02,4
5,IGHV3-19*01,1
1,IGHV3-71*01,77
5,IGHV4-30-2*91,1
2,IGHV2-26*01,3
1,IGHV3-30*19,1
3,IGHV3-15*07,129
6,IGHV3-53*04,4
4,IGHV1/OR15-2*03,11
0,IGHV1-24*01,18
3,IGHV3-33*03,15
1,IGHV2/OR16-5*01,2
1,IGHV3-23*03,48
8,IGHV3-19*01,2
1,IGHV4-4*91,2
2,IGHV3-71*03,3
2,IGHV4-34*11,7
7,IGHV3-30*15,4
2,IGHV3/OR16-9*01,3
6,IGHV1/OR15-9*01,1
7,IGHV4-61*06,4
5,IGHV4-30-4*06,38
0,IGHV3-64*91,75
1,IGHV3-30*05,7
6,IGHV4-b*02,1
5,IGHV4-61*06,7
4,IGHV3-38*02,3
0,IGHV4-34*05,2
4,IGHV3/OR16-8*01,1
4,IGHV5-51*04,1
0,IGHV3-53*04,155
0,IGHV4-61*02,190
0,IGHV3-66*01,166
3,IGHV3/OR16-12*01,1
5,IGHV7-4-1*91,13
0,IGHV3-13*04,8
2,IGHV3-d*01,1
3,IGHV4-55*08,1
4,IGHV3-43*02,2
0,IGHV4-30-4*02,1
1,IGHV3-9*91,20
1,IGHV4-59*08,36
0,IGHV3-23*04,9120
0,IGHV3-d*01,3
0,IGHV4-59*09,197
0,IGHV1-NL1*91,2
6,IGHV1-NL1*91,1
8,IGHV3-53*03,2
1,IGHV3-74*03,198
2,IGHV1/OR15-3*01,13
0,IGHV3/OR16-13*91,7
5,IGHV3-71*01,8
3,IGHV1/OR15-3*03,1
5,IGHV3/OR16-12*01,2
1,IGHV1-2*03,60
6,IGHV1/OR15-4*01,2
2,IGHV3-30*13,7
3,IGHV3-30*13,6
0,IGHV3-22*02,1
0,IGHV3-53*03,57
2,IGHV3-23*04,3454
4,IGHV3-53*03,14
2,IGHV1/OR15-3*03,3
0,IGHV4-39*01,1
4,IGHV3-74*03,4
1,IGHV3-20*01,13
1,IGHV3-NL1*01,4145
2,IGHV1-69*05,28
4,IGHV3-9*91,4
3,IGHV3-20*91,36
4,IGHV3-43*91,3
2,IGHV3-53*02,126
3,IGHV1-3*01,21
3,IGHV1-2*04,3
1,IGHV2-70*09,2
5,IGHV3-13*04,1
2,IGHV3-30*05,2
2,IGHV1/OR15-2*03,3
4,IGHV1-69*13,74
3,IGHV4/OR15-8*03,27
6,IGHV3-71*01,3
0,IGHV1-3*02,28
1,IGHV5-51*04,8
5,IGHV5-51*03,1
1,IGHV3-38*02,4
0,IGHV1-69*13,475
0,IGHV4/OR15-8*03,257
1,IGHV3-53*04,270
3,IGHV3-73*02,17
1,IGHV4-61*02,260
6,IGHV1-3*01,1
1,IGHV3-d*01,6
1,IGHV4-30-2*03,2
2,IGHV4-39*06,4
5,IGHV1/OR15-2*03,14
6,IGHV1-69*13,26
8,IGHV3-30*15,1
3,IGHV4-34*11,1
0,IGHV3/OR16-15*02,1
8,IGHV3-71*01,2
3,IGHV3-43*02,13
2,IGHV4-61*03,4
0,IGHV3-47*02,1
0,IGHV7-4-1*91,6
4,IGHV3-h*01,22
4,IGHV3-23*03,5
5,IGHV1-69*13,16
4,IGHV3/OR16-12*01,4
0,IGHV3-15*05,40
0,IGHV3-7*03,180
0,IGHV3-48*02,48
4,IGHV3-23*02,6
1,IGHV1/OR15-9*01,4
0,IGHV1/OR15-1*02,2
7,IGHV3-9*02,3
1,IGHV1-46*03,1
4,IGHV3-71*01,11
0,IGHV4-34*09,1
0,IGHV3-19*01,26
7,IGHV3-NL1*01,54
3,IGHV4-30-2*91,9
4,IGHV1-8*02,1
5,IGHV2-70*11,7
6,IGHV3-48*02,1
2,IGHV3-NL1*01,1956
0,IGHV3-NL1*01,9956
0,IGHV3-h*01,682
1,IGHV4-55*08,5
1,IGHV3-33*06,85
0,IGHV4-55*09,2
1,IGHV2-26*01,4
1,IGHV3-23*04,5576
2,IGHV3-71*01,33
2,IGHV4-34*13,35
2,IGHV1-3*02,5
0,IGHV3-74*03,224
3,IGHV3-30-3*01,1
0,IGHV1-8*02,3
1,IGHV1-3*02,53
2,IGHV5-51*03,19
7,IGHV3-7*03,4
0,IGHV5-51*02,140
3,IGHV1-8*91,34
4,IGHV4-34*09,2
6,IGHV3-33*06,5
2,IGHV4-34*09,3
4,IGHV6-1*02,1
7,IGHV1-58*02,1
0,IGHV3-21*03,10
3,IGHV1-69*13,98
2,IGHV3-16*02,1
4,IGHV4-61*08,10
3,IGHV4-30-4*06,127
0,IGHV3/OR16-6*02,2
0,IGHV3-66*03,1067
1,IGHV3-30-3*01,2
7,IGHV1-69*13,15
0,IGHV4-39*06,21
6,IGHV3-73*02,10
5,IGHV1/OR15-4*01,3
8,IGHV3-49*05,4
3,IGHV3-64*04,853
4,IGHV3-7*03,29
5,IGHV3-48*01,3
0,IGHV3-23*02,23
7,IGHV3-43*02,1
3,IGHV3-21*03,3
2,IGHV1-8*91,32
1,IGHV3-11*01,70
0,IGHV3-30*15,926
6,IGHV4-61*08,18
0,IGHV3-11*04,88
1,IGHV1/OR15-1*04,19
3,IGHV3-71*01,13
3,IGHV4-39*07,1
0,IGHV3-64*04,7298
7,IGHV3-38*01,2
3,IGHV3-30*15,66
0,IGHV3-30*19,2
5,IGHV3-71*03,4
3,IGHV3/OR16-13*91,1
4,IGHV4-61*03,2
0,IGHV4-55*08,6
3,IGHV3-23*02,7
2,IGHV3-64*02,33
1,IGHV4-61*07,66
8,IGHV3-73*02,4
7,IGHV3-23*04,141
1,IGHV4-39*02,6
7,IGHV4-30-4*06,2
1,IGHV1-NL1*01,1
2,IGHV4-61*06,2
2,IGHV4/OR15-8*02,6
5,IGHV3-33*02,18
1,IGHV3-15*05,1
4,IGHV3-33*03,20
1,IGHV1-NL1*91,2
0,IGHV1-f*01,42
6,IGHV3-7*03,5
0,IGHV3-16*02,1
0,IGHV1/OR15-9*01,2
0,IGHV1-2*03,44
0,IGHV4-4*07,166
3,IGHV3-35*01,4
1,IGHV5-51*02,124
6,IGHV3-9*02,14
3,IGHV1/OR15-2*01,5
1,IGHV3-53*02,94
5,IGHV3-38*02,2
3,IGHV3/OR16-9*01,4
0,IGHV3-43*91,35
4,IGHV4/OR15-8*03,23
2,IGHV3-33*03,21
1,IGHV4-30-2*01,3
2,IGHV3-20*01,3
0,IGHV1/OR15-3*01,20
6,IGHV3-19*01,1
8,IGHV3-71*03,3
3,IGHV3-9*91,37
4,IGHV3-25*05,1
5,IGHV4-59*10,9
8,IGHV4-34*13,1
4,IGHV3-11*04,7
6,IGHV1-2*03,1
4,IGHV4-30-4*06,33
0,IGHV3-49*05,589
6,IGHV1-f*01,1
8,IGHV3-NL1*01,102
0,IGHV1/OR15-1*04,14
2,IGHV5-a*04,5
2,IGHV1-3*01,25
4,IGHV3-71*03,5
0,IGHV3-20*91,117
3,IGHV2-70*13,14
1,IGHV3-64*04,4182
2,IGHV4-59*10,37
4,IGHV1/OR15-3*03,1
1,IGHV3-66*03,561
5,IGHV1-3*01,8
0,IGHV4-61*07,16
4,IGHV2-70*12,6
5,IGHV3-9*02,48
3,IGHV3-11*04,7
4,IGHV1-f*01,23
1,IGHV7-81*01,2
1,IGHV4-b*02,41
3,IGHV1/OR15-1*04,3
5,IGHV3-30*05,2
3,IGHV3/OR16-8*02,1
0,IGHV3-73*02,82
1,IGHV7-4-1*91,1
3,IGHV1-8*02,1
2,IGHV3-9*02,110
3,IGHV1/OR15-3*01,2
6,IGHV3-11*04,4
1,IGHV3/OR16-13*91,4
3,IGHV3-33*05,179
6,IGHV4-61*03,4
4,IGHV1-46*02,12
3,IGHV3-7*03,13
1,IGHV3-43*02,13
0,IGHV1-45*02,2
5,IGHV3-72*01,4
1,IGHV1/OR15-3*02,16
0,IGHV1/OR15-3*02,21
0,IGHV3-71*02,4
0,IGHV2-70*12,15
3,IGHV4-39*02,2
1,IGHV4-34*11,7
0,IGHV6-1*02,20
8,IGHV3-15*07,22
1,IGHV3-66*04,13
2,IGHV3/OR16-12*01,4
1,IGHV4-55*01,1
3,IGHV6-1*02,2
4,IGHV3-30*13,9
0,IGHV1/OR15-3*03,4
1,IGHV1-24*01,22
4,IGHV1-18*01,16
6,IGHV2-70*12,1
2,IGHV4-30-2*91,9
4,IGHV3-48*02,2
0,IGHV1-18*03,2
2,IGHV1/OR15-4*01,34
1,IGHV3-64*02,180
2,IGHV2-70*11,18
4,IGHV1-69*10,36
5,IGHV3-66*04,1
4,IGHV1-69*05,7
7,IGHV3-33*03,3
0,IGHV1-2*04,16
1,IGHV3-20*91,181
3,IGHV3-71*03,22
0,IGHV3-64*02,218
4,IGHV3-64*02,5
0,IGHV3-11*01,119
8,IGHV3-h*02,7
1,IGHV4-30-2*91,56
0,IGHV4-4*01,1
4,IGHV4-30-2*91,1
3,IGHV1-46*03,8
7,IGHV3/OR16-10*03,2
0,IGHV4-b*02,75
2,IGHV3-33*06,61
4,IGHV5-a*04,1
1,IGHV2-5*01,2
0,IGHV2-5*09,1
4,IGHV3-20*91,6
3,IGHV2-26*01,13
2,IGHV3-7*03,45
2,IGHV3/OR16-8*01,2
1,IGHV1-69*10,68
0,IGHV3-47*01,1
1,IGHV3-15*07,137
3,IGHV1/OR15-4*01,3
2,IGHV3-21*03,2
1,IGHV3-48*02,18
3,IGHV4-b*02,20
3,IGHV1-f*01,16
8,IGHV3-66*03,1
4,IGHV4-55*01,1
1,IGHV3-71*02,12
3,IGHV1/OR15-2*03,24
0,IGHV4-34*13,177
4,IGHV1/OR15-4*01,7
5,IGHV5-51*04,1
1,IGHV4-59*10,61
3,IGHV3-53*02,90
1,IGHV3-53*91,10
2,IGHV4-39*02,1
0,IGHV3/OR16-12*01,20
0,IGHV3-72*01,63
0,IGHV1-46*03,10
1,IGHV3-33*05,594
1,IGHV1-46*02,117
0,IGHV4-4*91,6
5,IGHV2-5*91,1
5,IGHV1-NL1*91,1
2,IGHV3-71*02,1
3,IGHV3-9*02,264
6,IGHV1-24*01,2
5,IGHV3-73*02,26
1,IGHV1-3*01,139
7,IGHV3-74*03,7
0,IGHV3-30*05,12
2,IGHV1/OR15-1*04,3
2,IGHV1-NL1*91,1
3,IGHV3-33*02,18
0,IGHV3-9*02,213
5,IGHV1-69*05,5
1,IGHV1-8*91,123
6,IGHV3-33*03,5
3,IGHV3-49*05,101
3,IGHV3-66*03,139
4,IGHV3-30-3*01,1
4,IGHV1/OR15-3*01,2
4,IGHV5-51*03,2
2,IGHV1-18*01,54
1,IGHV3-66*01,113
8,IGHV1-69*13,10
5,IGHV3-20*91,7
8,IGHV1-3*01,2
5,IGHV3-30*13,3
1,IGHV3-33*02,142
0,IGHV3-33*03,66
7,IGHV1-69*10,1
4,IGHV3-16*02,1
1,IGHV4-30-4*06,585
0,IGHV3-9*91,20
6,IGHV3-66*03,4
6,IGHV3-49*05,24
1,IGHV3-11*04,68
6,IGHV3-h*01,8
1,IGHV3-25*05,1
0,IGHV3-52*01,1
2,IGHV5-a*02,7
4,IGHV2-10*01,1
3,IGHV3-20*01,7
1,IGHV4-34*13,88
1,IGHV1/OR15-4*01,27
0,IGHV1-58*02,5
1,IGHV3-13*04,18
1,IGHV4/OR15-8*03,207
5,IGHV3-43*91,3
0,IGHV3-53*02,351
0,IGHV4-39*02,4
1,IGHV4-39*07,3
4,IGHV3-30*15,175
0,IGHV5-78*01,7
3,IGHV1-3*02,11
0,IGHV1-18*01,399
4,IGHV5-a*02,1
4,IGHV3-15*05,1
9,IGHV3-43*91,2
7,IGHV3-h*02,14
3,IGHV4/OR15-8*02,22
3,IGHV4-61*06,9
4,IGHV4-39*02,2
0,IGHV1-8*91,221
3,IGHV3-74*03,108
1,IGHV4-61*03,21
7,IGHV4/OR15-8*02,1
6,IGHV3-15*05,1
1,IGHV1-58*02,9
1,IGHV2-5*07,1
2,IGHV4-39*07,1
1,IGHV4-34*09,2
2,IGHV3-13*04,6
3,IGHV3-19*01,27
5,IGHV2-26*01,1
5,IGHV3-11*04,3
5,IGHV3-33*06,15
4,IGHV3-11*01,17
1,IGHV3-49*05,467
5,IGHV3-23*02,3
0,IGHV3-48*01,38
1,IGHV3-7*03,142
8,IGHV3-72*01,8
0,IGHV1/OR15-4*01,25
2,IGHV3-48*01,13
5,IGHV3-7*03,27
3,IGHV3-66*04,19
0,IGHV4-34*11,11
2,IGHV4-30-4*06,150
1,IGHV4-61*08,199
2,IGHV1-69*13,91
3,IGHV3-53*04,73
1,IGHV2-5*10,3
8,IGHV3-74*03,3
3,IGHV1-58*02,4
4,IGHV2-70*11,34
4,IGHV1-58*02,1
4,IGHV3-49*05,32
3,IGHV3-53*91,8
0,IGHV3-33*06,454
0,IGHV2-26*01,8
2,IGHV3-19*01,23
3,IGHV5-51*03,24
0,IGHV3-49*01,1
1,IGHV3-64*91,10
4,IGHV3-23*04,833
6,IGHV4-59*10,1
3,IGHV3-h*01,134
5,IGHV3-23*03,2
2,IGHV3-74*03,35
4,IGHV4-55*08,1
5,IGHV3-NL1*01,252
0,IGHV2-70*11,4
2,IGHV3-15*05,8
5,IGHV1-8*91,4
3,IGHV1-69*10,10
0,IGHV4-61*03,18
4,IGHV1-2*03,9
6,IGHV4-30-4*06,4
0,IGHV4-39*07,3
6,IGHV3-23*04,137
2,IGHV4-30-2*03,2
7,IGHV2-70*12,1
1,IGHV3-23*02,23
5,IGHV3-48*02,3
0,IGHV3-23*03,174
0,IGHV4-59*08,29
1,IGHV3-30*15,650
1,IGHV3-h*01,404
3,IGHV4-61*03,8
