d_3p_del,d_5p_del,d_gene,count
12,11,IGHD3-16*02,4
15,4,IGHD3-3*01,6
9,5,IGHD3-9*01,12
1,2,IGHD3-3*01,8
1,17,IGHD3-16*02,1
10,5,IGHD3/OR15-3b*01,2
6,3,IGHD2-21*01,4
6,15,IGHD3-16*01,7
12,1,IGHD3-10*01,70
9,4,IGHD5-5*01,2
1,8,IGHD6-13*01,21
12,6,IGHD2-15*01,1
6,4,IGHD4-23*01,7
9,6,IGHD2-21*01,2
6,12,IGHD3-16*02,11
5,7,IGHD3-10*01,115
2,13,IGHD3-16*02,2
11,3,IGHD3-22*01,38
3,5,IGHD3-9*01,19
15,10,IGHD2-8*01,1
2,2,IGHD2-2*02,17
7,17,IGHD2-2*03,4
2,17,IGHD2-2*03,3
6,12,IGHD3-22*01,18
3,4,IGHD7-27*01,9
1,3,IGHD7-27*01,60
14,4,IGHD2-15*01,1
1,12,IGHD3-3*02,2
0,3,IGHD4/OR15-4b*01,25
14,2,IGHD3-3*01,11
12,3,IGHD3-9*01,7
2,3,IGHD7-27*01,4
8,6,IGHD3-10*02,1
5,10,IGHD5-5*01,1
0,4,IGHD3-22*01,56
4,4,IGHD6-25*01,3
1,12,IGHD6-13*01,2
7,22,IGHD3-16*02,4
10,14,IGHD3-3*02,62
12,6,IGHD3-3*01,4
4,0,IGHD6-13*01,29
4,5,IGHD3-10*01,58
3,13,IGHD2-21*02,3
6,1,IGHD6-6*01,1
19,5,IGHD3-22*01,2
5,5,IGHD5-24*01,19
1,11,IGHD1-20*01,1
0,22,IGHD2/OR15-2b*01,2
0,6,IGHD5-24*01,39
8,7,IGHD5/OR15-5b*01,14
0,8,IGHD2/OR15-2b*01,1
1,8,IGHD5-24*01,11
6,4,IGHD3-22*01,63
4,7,IGHD3-22*01,19
5,1,IGHD5-24*01,16
5,1,IGHD1-26*01,77
4,9,IGHD3-10*02,7
16,1,IGHD2-8*01,4
0,10,IGHD5-12*01,6
13,7,IGHD3-10*01,41
10,1,IGHD3/OR15-3b*01,13
1,4,IGHD7-27*01,44
1,4,IGHD1-1*01,1
0,4,IGHD4-4*01,58
4,1,IGHD2-8*01,12
5,9,IGHD3/OR15-3b*01,1
7,1,IGHD3-10*02,2
5,2,IGHD2-21*01,5
4,4,IGHD3-3*01,11
8,24,IGHD3-16*02,1
7,16,IGHD2-2*03,17
5,3,IGHD3-10*01,124
4,8,IGHD2-2*03,4
0,10,IGHD3-10*01,100
18,2,IGHD3-9*01,5
8,4,IGHD2/OR15-2b*01,1
2,1,IGHD4-4*01,19
17,18,IGHD3-16*02,2
4,4,IGHD2-21*01,1
0,6,IGHD4/OR15-4b*01,2
4,14,IGHD2-15*01,2
7,7,IGHD6-19*01,24
7,15,IGHD2-15*01,1
25,2,IGHD2/OR15-2b*01,6
18,0,IGHD2-8*01,1
0,12,IGHD5-12*01,1
11,4,IGHD2-8*01,4
1,4,IGHD3-3*01,12
11,8,IGHD2-21*02,8
13,10,IGHD2-15*01,2
15,1,IGHD3-16*02,1
2,10,IGHD5-12*01,3
4,4,IGHD1-1*01,1
9,2,IGHD5-24*01,7
2,1,IGHD7-27*01,15
1,20,IGHD2-2*02,2
9,1,IGHD2-21*01,4
3,14,IGHD3-3*02,16
13,2,IGHD5-24*01,6
6,7,IGHD5-12*01,7
3,3,IGHD7-27*01,1
7,8,IGHD5-24*01,3
6,6,IGHD3-22*01,54
3,1,IGHD5-5*01,46
5,2,IGHD6-13*01,27
12,1,IGHD2-2*03,5
0,9,IGHD2-15*01,6
7,7,IGHD1-14*01,4
8,7,IGHD3/OR15-3b*01,6
4,18,IGHD3-10*02,1
2,12,IGHD3-3*02,6
8,3,IGHD3-16*01,3
0,8,IGHD6-25*01,45
2,3,IGHD2-15*01,4
1,3,IGHD6-25*01,4
3,7,IGHD6-19*01,287
12,4,IGHD5/OR15-5b*01,5
5,13,IGHD2-8*02,3
1,14,IGHD3-3*02,47
16,0,IGHD2-21*02,3
7,3,IGHD1-1*01,4
11,14,IGHD3/OR15-3b*01,1
8,6,IGHD3-9*01,51
13,1,IGHD2-8*02,19
0,8,IGHD2-21*02,42
3,8,IGHD2-15*01,17
3,14,IGHD2-8*01,1
3,10,IGHD3-16*02,2
2,4,IGHD1-7*01,9
7,11,IGHD2-2*03,43
0,22,IGHD2-2*03,1
0,3,IGHD1-20*01,12
2,2,IGHD3-3*01,4
10,12,IGHD3-9*01,4
8,1,IGHD7-27*01,7
1,11,IGHD3-22*01,3
11,1,IGHD2-8*02,2
2,17,IGHD3/OR15-3b*01,3
3,5,IGHD4-4*01,2
2,10,IGHD3-9*01,13
0,3,IGHD3-22*01,95
3,7,IGHD2/OR15-2b*01,1
9,8,IGHD2-21*02,25
6,4,IGHD3-10*01,128
0,12,IGHD3-9*01,1
14,3,IGHD3-9*01,1
2,12,IGHD5/OR15-5b*01,1
7,6,IGHD6-6*01,3
0,14,IGHD3-9*01,1
6,5,IGHD1-26*01,84
0,11,IGHD2-2*02,89
0,1,IGHD1-26*01,89
19,1,IGHD3-16*02,1
2,7,IGHD5-24*01,4
4,7,IGHD4-23*01,7
4,13,IGHD5-24*01,1
4,13,IGHD3-10*02,4
4,14,IGHD3-10*02,11
4,2,IGHD3-10*02,1
4,7,IGHD2-15*01,18
1,15,IGHD3-22*01,5
11,0,IGHD3-10*02,3
7,3,IGHD6-19*01,27
0,2,IGHD5-24*01,67
14,19,IGHD3-16*02,1
0,3,IGHD2-2*02,6
2,3,IGHD2-2*03,23
7,1,IGHD2-15*01,53
6,2,IGHD3/OR15-3b*01,3
4,3,IGHD3-16*02,3
4,4,IGHD2-21*02,1
6,2,IGHD2/OR15-2b*01,7
15,14,IGHD3-16*02,15
5,14,IGHD2-21*01,1
10,0,IGHD3-10*01,185
9,6,IGHD5-12*01,4
14,2,IGHD2-8*02,1
1,4,IGHD2/OR15-2b*01,1
8,7,IGHD3-22*01,16
7,12,IGHD2-2*03,12
6,7,IGHD2-8*01,3
7,15,IGHD3-10*02,3
11,5,IGHD3-10*01,46
14,1,IGHD5-24*01,1
5,5,IGHD5-12*01,23
10,0,IGHD5-5*01,24
1,14,IGHD3-16*01,19
4,5,IGHD2-15*01,5
7,7,IGHD3-16*02,28
3,2,IGHD3-9*01,18
2,3,IGHD6-25*01,1
16,0,IGHD2/OR15-2b*01,1
4,0,IGHD5/OR15-5b*01,10
4,6,IGHD6-25*01,13
0,12,IGHD3-10*02,17
9,0,IGHD3-22*01,176
2,1,IGHD2/OR15-2b*01,1
3,5,IGHD2-21*02,9
4,6,IGHD2-21*01,6
3,0,IGHD4-23*01,32
6,10,IGHD2-15*01,9
22,3,IGHD3-9*01,2
2,5,IGHD1-7*01,9
9,0,IGHD3-16*02,29
24,0,IGHD3-3*02,1
9,10,IGHD3-22*01,48
17,5,IGHD3-16*02,1
10,0,IGHD4-23*01,35
1,11,IGHD3/OR15-3b*01,8
1,4,IGHD4-17*01,39
0,8,IGHD6-19*01,203
3,13,IGHD3-10*02,8
13,3,IGHD3-3*02,1
4,6,IGHD3-9*01,6
4,0,IGHD1-26*01,21
8,3,IGHD3-9*01,65
9,5,IGHD2-15*01,1
0,12,IGHD2-8*02,4
4,5,IGHD4-23*01,16
4,0,IGHD2-8*02,1
6,15,IGHD3-22*01,15
12,7,IGHD3-16*02,14
11,1,IGHD2-2*03,4
2,4,IGHD2-21*02,5
8,12,IGHD3/OR15-3b*01,1
12,0,IGHD5-5*01,10
15,2,IGHD3/OR15-3b*01,12
12,10,IGHD3-10*01,167
9,11,IGHD3-9*01,12
6,4,IGHD3-16*02,19
0,28,IGHD3-16*02,3
0,4,IGHD5-24*01,15
2,5,IGHD3-22*01,11
0,0,IGHD3-16*02,2
7,12,IGHD2-8*01,1
1,3,IGHD3-22*01,9
4,16,IGHD3-3*02,2
13,8,IGHD2/OR15-2b*01,1
4,10,IGHD3-3*02,7
2,3,IGHD2-21*01,2
8,21,IGHD3-16*01,8
5,18,IGHD3-16*01,9
7,0,IGHD2-21*02,32
7,7,IGHD3-3*01,15
8,1,IGHD3-9*01,47
9,7,IGHD2-15*01,3
5,4,IGHD3-16*02,1
7,3,IGHD3-22*01,50
2,17,IGHD3-22*01,5
5,0,IGHD2-2*03,2
5,4,IGHD4-4*01,12
1,12,IGHD2-15*01,4
1,7,IGHD4-17*01,3
9,11,IGHD3-3*02,3
0,7,IGHD4/OR15-4b*01,49
2,11,IGHD6-13*01,5
7,5,IGHD6-13*01,1
4,4,IGHD6-19*01,14
6,14,IGHD2-21*02,2
13,9,IGHD3-9*01,1
0,18,IGHD5/OR15-5b*01,2
5,6,IGHD3-3*01,48
3,2,IGHD3-22*01,80
0,13,IGHD2-2*02,29
5,20,IGHD2/OR15-2b*01,2
7,2,IGHD4/OR15-4b*01,1
17,11,IGHD3-16*02,2
0,4,IGHD2-2*03,47
5,4,IGHD3-9*01,5
1,3,IGHD1-20*01,2
6,8,IGHD2-15*01,11
2,0,IGHD3-3*01,11
3,4,IGHD5-24*01,14
0,13,IGHD2-8*02,4
0,0,IGHD5/OR15-5b*01,15
8,4,IGHD2-21*02,1
4,3,IGHD4/OR15-4b*01,1
1,3,IGHD1-1*01,2
10,9,IGHD3-22*01,26
3,10,IGHD6-19*01,63
14,10,IGHD3-10*02,1
1,15,IGHD4-23*01,2
7,10,IGHD2-2*03,8
7,0,IGHD3-16*01,5
19,1,IGHD3-3*01,45
19,4,IGHD3-9*01,1
1,1,IGHD1-7*01,3
5,3,IGHD4-17*01,34
6,3,IGHD5/OR15-5b*01,3
0,12,IGHD1/OR15-1b*01,1
23,3,IGHD3-9*01,2
1,7,IGHD3/OR15-3b*01,1
9,0,IGHD5-12*01,36
14,0,IGHD5/OR15-5b*01,2
0,8,IGHD2-2*02,9
10,8,IGHD3-22*01,27
3,15,IGHD3-3*02,13
6,5,IGHD6-13*01,2
3,20,IGHD3-16*02,1
26,0,IGHD3-3*01,1
3,4,IGHD2-2*03,106
7,2,IGHD2-15*01,24
6,2,IGHD2-21*02,27
1,4,IGHD2-8*02,2
20,1,IGHD3-9*01,6
8,3,IGHD5-5*01,6
4,3,IGHD4-4*01,11
5,7,IGHD3-10*02,2
0,0,IGHD3-3*02,1
0,6,IGHD2-2*03,25
3,2,IGHD6-13*01,164
6,6,IGHD6-13*01,27
5,7,IGHD1-26*01,14
4,17,IGHD3/OR15-3b*01,4
17,3,IGHD3-10*01,2
2,11,IGHD3-3*02,8
5,0,IGHD4/OR15-4b*01,11
0,10,IGHD2-21*01,21
0,16,IGHD2/OR15-2b*01,28
3,11,IGHD2-21*02,1
13,4,IGHD2-8*02,1
0,11,IGHD2-21*01,3
4,1,IGHD3-9*01,25
7,8,IGHD6-13*01,3
0,1,IGHD3-3*01,31
15,0,IGHD3-16*02,5
13,6,IGHD3-3*02,2
9,11,IGHD3-10*02,14
0,4,IGHD2-8*01,2
7,0,IGHD2-15*01,18
14,6,IGHD2-21*02,2
0,0,IGHD2-2*03,3
5,0,IGHD3-9*01,39
5,10,IGHD3-10*01,147
2,4,IGHD2-2*02,54
0,1,IGHD6-13*01,159
4,5,IGHD3-9*01,6
19,3,IGHD3-22*01,5
13,8,IGHD2-15*01,5
4,17,IGHD3-16*01,4
17,1,IGHD3-3*01,4
4,7,IGHD3/OR15-3b*01,5
4,9,IGHD3/OR15-3b*01,1
5,1,IGHD3-10*01,62
1,6,IGHD2-2*03,5
6,2,IGHD5/OR15-5b*01,3
4,16,IGHD3-10*02,3
5,5,IGHD5-5*01,13
15,6,IGHD3-16*02,20
0,0,IGHD4-23*01,52
15,1,IGHD3-3*01,4
11,16,IGHD2-2*03,1
0,15,IGHD6-19*01,2
6,6,IGHD2-21*01,9
2,9,IGHD4-23*01,2
10,2,IGHD3-22*01,137
6,0,IGHD6-13*01,47
5,4,IGHD1-1*01,10
1,0,IGHD4-4*01,5
14,2,IGHD3-16*02,3
2,21,IGHD2/OR15-2b*01,1
8,5,IGHD3-22*01,20
16,2,IGHD3-22*01,6
15,6,IGHD3-10*02,1
2,10,IGHD3-16*02,4
0,4,IGHD3-3*02,1
8,4,IGHD5-12*01,3
9,1,IGHD5-5*01,1
20,6,IGHD3-3*01,2
0,10,IGHD5-5*01,11
7,3,IGHD2-15*01,6
3,10,IGHD2-21*02,4
4,1,IGHD1-26*01,8
14,4,IGHD2-2*03,1
9,7,IGHD6-19*01,2
1,3,IGHD3-16*02,13
1,8,IGHD1-20*01,5
24,1,IGHD2/OR15-2b*01,2
3,6,IGHD1-26*01,231
8,10,IGHD2-21*01,27
5,0,IGHD1-26*01,53
11,5,IGHD2/OR15-2b*01,1
0,5,IGHD3-3*01,21
11,1,IGHD1-1*01,2
3,10,IGHD6-25*01,4
0,11,IGHD2-15*01,46
2,11,IGHD2-21*02,7
1,2,IGHD6-6*01,49
2,8,IGHD1-14*01,1
3,4,IGHD5-12*01,8
1,14,IGHD2-2*03,3
0,8,IGHD5-12*01,40
8,6,IGHD3/OR15-3b*01,1
13,16,IGHD2-8*02,2
2,4,IGHD1-1*01,23
0,11,IGHD2-8*02,5
7,5,IGHD6-19*01,17
4,7,IGHD1-14*01,27
0,12,IGHD3-3*02,5
2,3,IGHD1-7*01,4
0,23,IGHD2-2*03,4
17,4,IGHD3-16*02,7
9,5,IGHD2-21*02,5
2,4,IGHD5-5*01,32
9,8,IGHD2-21*01,2
0,7,IGHD6-25*01,19
8,1,IGHD3-10*02,2
8,1,IGHD5-24*01,30
6,17,IGHD3-16*01,18
4,17,IGHD3-10*02,1
1,2,IGHD1-7*01,2
8,12,IGHD3-16*01,7
1,18,IGHD3/OR15-3b*01,1
1,2,IGHD1-1*01,2
7,13,IGHD2-15*01,9
6,13,IGHD2-8*02,1
3,0,IGHD2-21*02,2
10,5,IGHD2-2*03,17
5,19,IGHD2-2*03,4
7,6,IGHD3-10*01,63
8,13,IGHD3-16*02,9
7,13,IGHD3-22*01,1
10,1,IGHD2-15*01,12
1,5,IGHD5-5*01,11
6,3,IGHD2-15*01,36
12,9,IGHD3-16*02,1
4,3,IGHD6-25*01,10
4,14,IGHD2-2*03,15
7,4,IGHD3-3*01,16
18,3,IGHD3-22*01,1
8,3,IGHD4/OR15-4b*01,1
6,0,IGHD3-3*01,119
8,7,IGHD6-19*01,2
5,17,IGHD3-22*01,2
0,5,IGHD1/OR15-1b*01,4
0,21,IGHD3-16*02,2
1,16,IGHD2-15*01,2
8,16,IGHD2-2*03,1
10,14,IGHD3/OR15-3b*01,135
10,0,IGHD3-3*01,146
2,1,IGHD4-17*01,96
11,11,IGHD3-10*02,29
13,2,IGHD2-8*01,1
12,9,IGHD3/OR15-3b*01,3
4,15,IGHD2/OR15-2b*01,2
6,6,IGHD6-19*01,34
10,9,IGHD5-12*01,3
12,2,IGHD3-9*01,3
10,10,IGHD2-15*01,10
12,13,IGHD3-9*01,2
20,9,IGHD3-16*02,2
10,2,IGHD3-10*01,77
0,9,IGHD2-2*02,2
13,5,IGHD3-9*01,8
5,17,IGHD3/OR15-3b*01,3
2,1,IGHD3-9*01,13
8,7,IGHD3-3*02,3
2,17,IGHD3-16*01,5
4,3,IGHD6-13*01,21
4,6,IGHD3-22*01,44
9,7,IGHD2-21*02,13
8,4,IGHD5-5*01,4
9,14,IGHD3-3*02,6
9,11,IGHD2/OR15-2b*01,1
2,5,IGHD6-25*01,1
18,8,IGHD3-9*01,1
2,19,IGHD2-2*03,2
5,0,IGHD2/OR15-2b*01,1
3,15,IGHD2-2*03,22
7,0,IGHD6-6*01,27
5,6,IGHD3/OR15-3b*01,3
8,10,IGHD6-19*01,9
10,1,IGHD2-2*03,37
13,7,IGHD3-16*02,16
17,10,IGHD3-16*02,3
7,2,IGHD2-8*02,1
10,8,IGHD2-8*02,17
1,14,IGHD3/OR15-3b*01,8
13,3,IGHD5/OR15-5b*01,1
2,2,IGHD3-10*01,15
7,1,IGHD5-24*01,33
7,10,IGHD3/OR15-3b*01,1
10,5,IGHD3-22*01,21
5,12,IGHD2-2*03,6
4,11,IGHD6-19*01,3
4,2,IGHD2-15*01,8
2,5,IGHD2-21*01,5
1,0,IGHD2-2*03,1
10,1,IGHD2-8*01,4
0,6,IGHD6-13*01,307
20,5,IGHD3-9*01,1
4,6,IGHD3-3*01,15
10,4,IGHD3-3*01,15
3,16,IGHD3-22*01,7
3,3,IGHD4-4*01,8
23,5,IGHD3-9*01,1
1,7,IGHD4/OR15-4b*01,1
1,4,IGHD3-10*01,15
3,7,IGHD4/OR15-4b*01,1
1,1,IGHD2-15*01,45
5,5,IGHD4-23*01,1
2,7,IGHD1-20*01,8
14,5,IGHD3-3*02,1
13,10,IGHD3-3*02,2
13,10,IGHD3-10*01,64
24,1,IGHD2-8*02,1
1,0,IGHD4-23*01,34
16,1,IGHD3-16*02,7
0,3,IGHD7-27*01,91
4,15,IGHD3-3*02,3
6,0,IGHD3-16*02,14
4,5,IGHD2-21*01,11
5,3,IGHD3-3*01,31
4,10,IGHD6-13*01,5
2,4,IGHD3-22*01,36
3,2,IGHD2-21*01,5
6,6,IGHD4-23*01,31
8,10,IGHD2-8*02,1
5,12,IGHD5-24*01,1
1,2,IGHD3-9*01,4
2,2,IGHD4/OR15-4b*01,2
4,5,IGHD6-25*01,3
2,15,IGHD2-2*03,8
4,18,IGHD3-16*01,6
4,9,IGHD3-3*02,5
4,9,IGHD5-5*01,10
1,3,IGHD3-10*01,16
10,15,IGHD2-2*03,1
24,5,IGHD3-16*02,1
3,4,IGHD2-8*01,3
1,10,IGHD2-15*01,14
1,5,IGHD3-10*01,15
13,9,IGHD3-10*01,16
11,9,IGHD2-21*02,1
1,13,IGHD2-2*03,4
7,1,IGHD2-21*02,23
0,14,IGHD2-2*03,40
15,10,IGHD3-22*01,2
9,1,IGHD5/OR15-5b*01,6
12,6,IGHD3-10*01,92
12,12,IGHD3-10*02,27
1,11,IGHD3-3*02,10
10,11,IGHD3-10*02,21
5,14,IGHD3-9*01,2
11,6,IGHD2-21*02,13
3,12,IGHD2/OR15-2b*01,1
2,6,IGHD6-25*01,1
2,1,IGHD6-25*01,7
7,13,IGHD3-16*02,50
14,1,IGHD2-21*02,11
0,12,IGHD2-8*01,8
6,10,IGHD2-2*03,13
8,2,IGHD6-19*01,1
1,7,IGHD1-26*01,16
3,4,IGHD6-19*01,99
14,6,IGHD3-9*01,2
24,3,IGHD3-16*02,10
1,7,IGHD1/OR15-1b*01,4
18,1,IGHD3-3*01,8
1,6,IGHD1-7*01,6
3,2,IGHD2-15*01,75
5,17,IGHD3-16*02,12
13,16,IGHD3-16*02,14
6,0,IGHD2-21*01,1
0,21,IGHD3-22*01,1
3,1,IGHD1/OR15-1b*01,7
0,8,IGHD4-17*01,1
9,5,IGHD2-2*03,10
11,7,IGHD2-21*02,12
4,7,IGHD3-10*01,84
8,4,IGHD5/OR15-5b*01,6
0,11,IGHD3-22*01,30
8,3,IGHD2/OR15-2b*01,4
10,2,IGHD5-5*01,13
0,19,IGHD3-22*01,3
0,9,IGHD3-3*02,8
11,5,IGHD3-3*02,1
10,2,IGHD3-3*01,64
7,0,IGHD2-8*01,3
4,3,IGHD1-14*01,18
12,5,IGHD3-3*01,2
0,19,IGHD2-2*03,8
22,0,IGHD2/OR15-2b*01,2
0,11,IGHD1-20*01,8
2,12,IGHD2-8*01,3
0,16,IGHD2-21*02,6
2,1,IGHD5/OR15-5b*01,35
0,7,IGHD5-24*01,7
3,0,IGHD5-12*01,39
3,0,IGHD3-16*02,5
6,14,IGHD3-16*02,7
16,6,IGHD3-3*01,2
1,12,IGHD3-10*02,8
5,6,IGHD5-5*01,7
6,6,IGHD2-21*02,5
1,3,IGHD2-15*01,15
20,5,IGHD3-16*02,1
7,6,IGHD5-5*01,1
3,0,IGHD1-14*01,1
18,10,IGHD3-16*02,1
12,1,IGHD3-16*02,14
9,2,IGHD3-10*01,179
12,5,IGHD2-8*01,1
5,15,IGHD2-21*02,1
0,14,IGHD5-5*01,5
10,2,IGHD2-15*01,7
8,1,IGHD4-4*01,9
0,9,IGHD3-9*01,2
6,17,IGHD2-2*03,20
6,4,IGHD5-24*01,2
5,12,IGHD2/OR15-2b*01,2
1,6,IGHD2-2*02,43
3,3,IGHD6-19*01,202
7,4,IGHD4-4*01,1
0,10,IGHD4-23*01,5
11,11,IGHD2-15*01,1
1,0,IGHD6-13*01,93
6,7,IGHD3/OR15-3b*01,51
5,7,IGHD3/OR15-3b*01,16
2,16,IGHD3-16*02,1
5,6,IGHD4-23*01,8
7,8,IGHD2-21*02,87
4,8,IGHD1-26*01,4
13,8,IGHD3-22*01,3
7,3,IGHD6-13*01,27
3,10,IGHD3-9*01,16
22,1,IGHD3-9*01,1
9,5,IGHD5/OR15-5b*01,1
0,0,IGHD5-5*01,211
16,4,IGHD3-22*01,1
8,7,IGHD3-16*01,3
8,10,IGHD2/OR15-2b*01,2
8,11,IGHD3-9*01,10
17,8,IGHD3-16*02,6
16,5,IGHD3-3*01,3
0,1,IGHD2/OR15-2b*01,1
5,0,IGHD4-23*01,6
2,4,IGHD4-4*01,7
4,3,IGHD2-8*01,3
12,16,IGHD3-16*02,2
8,2,IGHD2-21*02,8
17,5,IGHD3-9*01,5
7,10,IGHD6-6*01,3
12,10,IGHD3-16*02,3
10,17,IGHD2-2*03,5
5,6,IGHD1/OR15-1b*01,1
6,0,IGHD3-22*01,226
1,0,IGHD3/OR15-3b*01,4
11,1,IGHD3-9*01,3
3,9,IGHD3-10*02,1
6,3,IGHD4/OR15-4b*01,2
0,7,IGHD1-20*01,29
8,4,IGHD3-16*02,9
3,9,IGHD3-3*02,7
6,15,IGHD3/OR15-3b*01,2
12,7,IGHD3-9*01,2
10,3,IGHD5-12*01,10
1,0,IGHD2-21*02,12
1,6,IGHD7-27*01,1
9,15,IGHD3-3*02,5
6,8,IGHD1-26*01,6
7,2,IGHD3-16*02,11
2,0,IGHD1-20*01,16
14,3,IGHD3-16*02,6
7,14,IGHD3-3*02,6
13,5,IGHD3-16*02,18
14,7,IGHD3-16*02,11
1,5,IGHD3-3*01,10
2,5,IGHD1-20*01,10
2,6,IGHD6-6*01,7
6,8,IGHD5/OR15-5b*01,2
9,0,IGHD5/OR15-5b*01,11
19,1,IGHD3-22*01,2
17,17,IGHD3-16*02,2
10,5,IGHD4-23*01,5
15,9,IGHD3-10*01,2
4,6,IGHD3-16*02,4
4,6,IGHD3-10*01,65
3,1,IGHD3-3*01,11
4,5,IGHD5/OR15-5b*01,12
9,3,IGHD2-2*03,4
8,11,IGHD3-22*01,25
0,3,IGHD4-23*01,71
0,7,IGHD2-2*02,25
7,3,IGHD1-14*01,2
5,2,IGHD4-17*01,16
1,10,IGHD5-24*01,1
3,17,IGHD2/OR15-2b*01,1
4,2,IGHD5-12*01,16
0,23,IGHD2-8*02,2
6,3,IGHD6-19*01,35
0,19,IGHD2-21*02,1
4,0,IGHD4/OR15-4b*01,7
3,0,IGHD3-3*02,19
8,9,IGHD5-12*01,9
12,8,IGHD2-2*03,3
6,1,IGHD5-5*01,11
12,2,IGHD2-21*02,10
4,16,IGHD2-15*01,1
7,3,IGHD4/OR15-4b*01,2
5,10,IGHD2/OR15-2b*01,1
7,8,IGHD6-19*01,83
5,5,IGHD4-17*01,13
7,17,IGHD3-10*02,1
0,1,IGHD6-6*01,8
11,2,IGHD3-10*01,41
4,8,IGHD6-6*01,6
8,9,IGHD3-9*01,7
2,2,IGHD5-5*01,59
2,5,IGHD2-8*01,7
4,12,IGHD3-3*02,1
4,0,IGHD1-14*01,20
3,10,IGHD3-10*02,3
4,2,IGHD3-9*01,8
10,5,IGHD2-8*01,4
13,1,IGHD5/OR15-5b*01,3
13,11,IGHD3-3*02,4
0,6,IGHD3-16*02,8
13,12,IGHD3/OR15-3b*01,2
13,1,IGHD3-9*01,5
16,11,IGHD3-10*02,1
7,8,IGHD3-16*02,14
0,12,IGHD2-2*03,34
1,19,IGHD2-2*02,7
4,8,IGHD3-10*02,7
14,11,IGHD3-22*01,1
10,14,IGHD3-9*01,2
3,18,IGHD3-16*01,5
4,0,IGHD7-27*01,2
5,1,IGHD6-6*01,2
16,4,IGHD2-2*03,5
4,2,IGHD1-26*01,4
11,3,IGHD5/OR15-5b*01,1
3,10,IGHD6-13*01,41
7,3,IGHD3-9*01,153
6,3,IGHD1-1*01,12
11,11,IGHD3-3*02,6
4,2,IGHD3-3*02,1
5,15,IGHD3-16*02,1
0,13,IGHD3-22*01,53
1,0,IGHD6-19*01,119
0,3,IGHD3-9*01,23
4,12,IGHD3-9*01,3
0,6,IGHD2-8*01,2
7,4,IGHD3-10*01,48
4,0,IGHD6-19*01,88
5,17,IGHD2/OR15-2b*01,9
0,12,IGHD3-22*01,21
7,14,IGHD3-16*02,6
14,0,IGHD3-22*01,25
2,14,IGHD2-15*01,4
1,15,IGHD3-10*02,3
3,7,IGHD3-3*02,6
6,5,IGHD6-19*01,9
10,3,IGHD3-9*01,31
2,10,IGHD2/OR15-2b*01,1
16,1,IGHD2/OR15-2b*01,1
1,7,IGHD3-3*02,2
0,14,IGHD3-16*01,2
6,4,IGHD1-14*01,2
0,0,IGHD2-21*01,3
10,9,IGHD3-16*02,3
6,8,IGHD5-12*01,18
4,6,IGHD2-21*02,2
2,13,IGHD2-2*02,33
4,5,IGHD3-22*01,5
13,15,IGHD3-16*02,14
11,10,IGHD3-9*01,9
8,0,IGHD3-3*02,1
4,2,IGHD6-6*01,30
15,5,IGHD3-22*01,1
9,9,IGHD2-21*02,2
5,8,IGHD6-19*01,14
4,5,IGHD3-16*02,2
6,1,IGHD3-3*01,64
0,2,IGHD6-6*01,436
2,8,IGHD5-5*01,1
2,13,IGHD2-8*01,1
3,0,IGHD1-26*01,129
8,20,IGHD3-16*01,1
9,10,IGHD2-2*03,32
2,11,IGHD2-15*01,2
6,7,IGHD6-19*01,46
4,4,IGHD2-8*01,4
0,16,IGHD3-16*02,14
2,3,IGHD5-24*01,61
10,1,IGHD2-21*02,10
6,13,IGHD3-16*02,14
3,17,IGHD3/OR15-3b*01,2
1,5,IGHD1-7*01,7
2,3,IGHD4-23*01,9
10,10,IGHD3-10*02,2
3,2,IGHD2-2*03,41
4,0,IGHD4-23*01,32
0,5,IGHD3-10*01,49
3,0,IGHD3-9*01,25
18,2,IGHD2/OR15-2b*01,1
6,13,IGHD3-22*01,8
8,12,IGHD2-21*02,4
19,2,IGHD3-22*01,2
7,3,IGHD4-23*01,31
5,8,IGHD2-2*03,16
0,17,IGHD2/OR15-2b*01,30
12,7,IGHD3-3*02,1
2,9,IGHD3/OR15-3b*01,1
2,1,IGHD1-7*01,1
8,9,IGHD3-10*02,1
15,5,IGHD3-3*01,5
0,2,IGHD1/OR15-1b*01,36
3,2,IGHD2-8*01,4
3,2,IGHD4-23*01,10
0,4,IGHD3-10*02,2
10,7,IGHD3-9*01,20
6,1,IGHD3-10*01,137
12,7,IGHD3-10*02,6
11,6,IGHD3-16*02,21
8,9,IGHD3-3*02,3
20,11,IGHD3-16*02,1
16,1,IGHD5/OR15-5b*01,8
6,4,IGHD2/OR15-2b*01,4
12,4,IGHD3-10*01,211
8,11,IGHD3-16*02,1
4,1,IGHD2-15*01,38
11,14,IGHD3-3*02,4
8,8,IGHD3-10*01,44
4,13,IGHD2-8*02,1
12,3,IGHD2-21*02,1
9,1,IGHD2-8*02,2
9,12,IGHD3-10*02,11
3,7,IGHD6-13*01,271
5,12,IGHD2-15*01,4
7,10,IGHD3-10*02,1
10,5,IGHD5-12*01,5
7,8,IGHD2-8*02,1
5,11,IGHD3-22*01,21
10,4,IGHD5-12*01,3
4,0,IGHD2-21*02,1
13,0,IGHD3-10*01,55
13,7,IGHD3-3*01,9
2,9,IGHD1-7*01,1
20,2,IGHD2-21*02,1
1,18,IGHD2-2*03,4
