d_3p_del,d_5p_del,d_gene,count
6,14,IGHD3-3*02,10
10,7,IGHD2-21*02,2
6,3,IGHD4-23*01,7
12,2,IGHD3-3*01,4
0,2,IGHD5-12*01,30
15,1,IGHD3/OR15-3b*01,3
10,3,IGHD5-5*01,8
1,15,IGHD3-16*01,4
3,5,IGHD3-10*01,143
1,13,IGHD2-8*02,1
16,1,IGHD2-21*02,61
6,4,IGHD2-2*03,174
0,7,IGHD7-27*01,5
13,1,IGHD3-10*02,2
0,9,IGHD1-20*01,17
9,10,IGHD2-21*01,9
4,5,IGHD5-12*01,15
3,14,IGHD2-15*01,23
0,4,IGHD5-5*01,78
0,5,IGHD6-6*01,16
1,7,IGHD3-9*01,1
8,7,IGHD3-10*01,91
3,7,IGHD2-15*01,46
18,1,IGHD3-10*01,1
8,10,IGHD3-10*01,122
9,1,IGHD5-24*01,2
7,7,IGHD2-2*03,20
3,1,IGHD2-21*02,74
12,3,IGHD5-5*01,1
3,0,IGHD2-21*01,1
11,3,IGHD3-10*02,5
14,1,IGHD3-16*02,30
2,7,IGHD1-26*01,64
5,1,IGHD4-17*01,52
10,2,IGHD5-24*01,9
8,4,IGHD6-13*01,2
5,6,IGHD3-3*02,4
8,8,IGHD2-21*02,16
2,19,IGHD3-22*01,1
14,7,IGHD2-8*01,1
1,11,IGHD2-21*02,2
18,1,IGHD3-22*01,1
12,4,IGHD3/OR15-3b*01,1
13,4,IGHD3/OR15-3b*01,2
4,7,IGHD5-12*01,13
6,1,IGHD2-8*02,1
7,0,IGHD6-25*01,13
18,0,IGHD3-16*02,3
9,8,IGHD3-22*01,8
9,17,IGHD2-2*03,1
7,12,IGHD3-10*02,28
0,14,IGHD3-22*01,28
9,3,IGHD3-10*01,148
5,6,IGHD5-24*01,4
6,11,IGHD2-8*01,3
9,0,IGHD4/OR15-4b*01,9
2,7,IGHD3-10*01,27
9,4,IGHD2-2*03,12
17,0,IGHD5/OR15-5b*01,1
18,0,IGHD3-22*01,10
1,10,IGHD3-9*01,4
2,9,IGHD3-10*01,12
5,1,IGHD6-19*01,6
1,9,IGHD1-20*01,2
18,3,IGHD3-9*01,5
14,6,IGHD3-3*02,1
17,7,IGHD3-9*01,3
0,14,IGHD4-23*01,3
7,0,IGHD7-27*01,5
6,4,IGHD2-15*01,43
1,17,IGHD2-2*02,11
16,7,IGHD2-21*02,1
13,10,IGHD3-16*02,3
8,6,IGHD2-21*02,21
0,10,IGHD2-8*01,2
8,0,IGHD6-25*01,1
5,11,IGHD5-12*01,2
2,2,IGHD6-13*01,31
4,10,IGHD3-9*01,5
5,8,IGHD2-8*02,1
9,6,IGHD2-2*03,3
3,3,IGHD5-5*01,17
7,8,IGHD2-2*03,15
2,15,IGHD2-2*02,11
4,13,IGHD2-21*01,1
1,7,IGHD6-25*01,4
3,17,IGHD3-16*01,10
18,1,IGHD2-8*02,3
14,5,IGHD3-16*02,5
3,23,IGHD2/OR15-2b*01,1
3,7,IGHD6-25*01,17
0,6,IGHD3-10*01,54
1,1,IGHD5-5*01,13
1,2,IGHD3-16*02,1
1,16,IGHD3-10*02,1
1,7,IGHD2-21*01,4
4,4,IGHD2-15*01,6
0,2,IGHD3-22*01,50
9,6,IGHD3-10*01,113
7,11,IGHD3-3*02,6
4,5,IGHD2-8*01,11
10,4,IGHD5-24*01,9
8,7,IGHD6-13*01,2
9,0,IGHD2-21*02,5
5,2,IGHD3-3*01,42
15,5,IGHD2-21*02,1
2,6,IGHD5/OR15-5b*01,6
11,7,IGHD2-2*03,1
3,0,IGHD5/OR15-5b*01,13
3,5,IGHD2-15*01,34
0,15,IGHD3-16*01,8
6,1,IGHD6-19*01,48
4,14,IGHD3/OR15-3b*01,8
0,19,IGHD3-16*02,5
12,8,IGHD2-15*01,2
9,12,IGHD3-9*01,5
0,20,IGHD2-2*02,1
2,11,IGHD3/OR15-3b*01,6
6,7,IGHD5-5*01,3
13,7,IGHD3-3*02,5
2,20,IGHD2-2*02,5
14,10,IGHD2-2*03,1
16,4,IGHD3-9*01,1
4,20,IGHD2/OR15-2b*01,1
10,3,IGHD2-15*01,1
6,2,IGHD3-9*01,18
1,5,IGHD6-19*01,55
6,13,IGHD2-21*02,5
7,9,IGHD3-16*02,137
3,16,IGHD3-9*01,3
22,2,IGHD3/OR15-3b*01,6
2,14,IGHD3/OR15-3b*01,10
4,13,IGHD2-8*01,1
8,7,IGHD5-5*01,1
6,16,IGHD2-21*02,1
7,12,IGHD3-16*02,50
6,1,IGHD2-2*03,244
3,17,IGHD2-2*03,4
7,6,IGHD4-23*01,19
7,11,IGHD3-22*01,3
7,18,IGHD3-16*02,17
10,0,IGHD3-22*01,161
2,1,IGHD4/OR15-4b*01,37
10,6,IGHD3-3*01,53
3,0,IGHD6-25*01,53
16,11,IGHD3-16*02,9
4,19,IGHD3-16*01,1
13,5,IGHD2-21*02,12
12,11,IGHD3-10*02,52
11,5,IGHD3-22*01,17
0,18,IGHD3-16*01,15
1,10,IGHD5-5*01,2
14,4,IGHD2-8*01,2
8,12,IGHD2-2*03,3
4,4,IGHD1-26*01,9
4,6,IGHD6-13*01,29
4,9,IGHD2-15*01,4
3,6,IGHD6-25*01,7
0,7,IGHD2-21*02,91
0,5,IGHD2-2*03,44
5,2,IGHD4-4*01,20
2,16,IGHD2-21*02,1
0,14,IGHD3/OR15-3b*01,35
6,9,IGHD3/OR15-3b*01,7
5,3,IGHD1/OR15-1b*01,6
17,0,IGHD3-16*02,16
11,0,IGHD3-9*01,51
7,4,IGHD3-16*01,3
2,10,IGHD2-2*02,14
2,8,IGHD5/OR15-5b*01,4
6,0,IGHD6-6*01,2
6,7,IGHD2-15*01,104
11,14,IGHD3-16*02,53
5,1,IGHD3-16*02,1
17,0,IGHD3-22*01,6
6,9,IGHD5-12*01,4
6,15,IGHD3-16*02,11
18,6,IGHD3-3*01,3
0,0,IGHD6-13*01,490
10,7,IGHD2-15*01,16
0,1,IGHD3-10*01,52
13,6,IGHD3-10*01,29
17,0,IGHD3-9*01,22
11,3,IGHD3-9*01,12
5,1,IGHD5/OR15-5b*01,5
3,18,IGHD2-2*03,1
5,1,IGHD1-1*01,6
7,0,IGHD4/OR15-4b*01,7
4,8,IGHD5-12*01,36
10,1,IGHD3-3*01,58
15,0,IGHD3-10*02,1
4,5,IGHD3-10*02,1
3,11,IGHD2/OR15-2b*01,2
3,2,IGHD5-24*01,4
0,9,IGHD2/OR15-2b*01,1
14,10,IGHD3/OR15-3b*01,1
8,1,IGHD3/OR15-3b*01,3
0,2,IGHD4-17*01,96
2,5,IGHD6-13*01,22
0,5,IGHD3-16*02,4
10,17,IGHD3/OR15-3b*01,2
8,6,IGHD5/OR15-5b*01,2
8,2,IGHD3-3*01,28
3,4,IGHD2-21*01,5
7,12,IGHD3-9*01,4
1,11,IGHD2-2*03,1
10,9,IGHD3-10*02,1
0,1,IGHD2-2*03,79
7,1,IGHD3-10*01,39
12,1,IGHD2-8*01,2
17,4,IGHD2-2*03,3
0,14,IGHD2-8*02,2
16,2,IGHD2-15*01,1
13,9,IGHD3-22*01,6
8,9,IGHD5/OR15-5b*01,1
5,7,IGHD2-21*01,2
5,11,IGHD3-9*01,5
6,1,IGHD6-13*01,14
2,3,IGHD1-26*01,26
5,10,IGHD2-8*02,1
13,9,IGHD3-16*02,8
6,14,IGHD2-8*01,1
18,0,IGHD2-8*02,1
3,4,IGHD3-3*01,10
1,1,IGHD2-8*01,12
8,11,IGHD3-10*02,18
1,2,IGHD5-5*01,25
6,20,IGHD2/OR15-2b*01,4
1,5,IGHD1-20*01,1
2,6,IGHD3-22*01,31
13,1,IGHD2-15*01,6
4,4,IGHD6-6*01,6
6,2,IGHD6-13*01,27
2,10,IGHD4/OR15-4b*01,1
6,4,IGHD2-8*01,8
23,0,IGHD3-3*02,1
2,14,IGHD2-8*01,1
10,5,IGHD3-3*01,18
11,6,IGHD3-9*01,8
16,2,IGHD3-9*01,1
14,1,IGHD3-22*01,17
2,6,IGHD1-20*01,9
0,5,IGHD2-8*01,5
10,2,IGHD2-21*02,2
0,22,IGHD3-9*01,2
7,7,IGHD3-10*01,94
2,7,IGHD3-9*01,10
2,0,IGHD4-17*01,24
3,20,IGHD2-15*01,4
7,9,IGHD3-22*01,7
1,3,IGHD1-7*01,6
5,10,IGHD3-10*02,22
8,3,IGHD3-16*02,24
1,3,IGHD3/OR15-3b*01,1
5,2,IGHD5-5*01,48
3,4,IGHD2-15*01,39
0,2,IGHD3/OR15-3b*01,2
0,1,IGHD7-27*01,95
4,6,IGHD6-19*01,28
3,19,IGHD3-16*01,2
8,11,IGHD3-3*02,9
19,3,IGHD3-10*01,3
9,2,IGHD2-21*02,11
4,7,IGHD1-26*01,5
6,6,IGHD3-3*01,72
12,1,IGHD2/OR15-2b*01,6
5,1,IGHD4/OR15-4b*01,13
0,1,IGHD3-22*01,49
11,6,IGHD3-3*02,2
10,3,IGHD5-24*01,27
1,13,IGHD3-10*02,6
8,5,IGHD2-21*01,3
4,8,IGHD3-22*01,10
9,13,IGHD2-15*01,1
0,0,IGHD1-20*01,26
6,5,IGHD5/OR15-5b*01,12
6,15,IGHD2/OR15-2b*01,2
2,5,IGHD4-23*01,3
2,7,IGHD5-12*01,17
8,5,IGHD3-3*01,21
15,7,IGHD3-22*01,7
2,1,IGHD3-3*02,1
0,24,IGHD3-9*01,2
5,0,IGHD3-22*01,233
3,15,IGHD3-16*02,1
3,2,IGHD7-27*01,1
7,0,IGHD2-21*01,7
9,15,IGHD3-22*01,2
7,2,IGHD2-2*03,8
2,29,IGHD3-16*01,1
12,3,IGHD3-16*02,13
5,2,IGHD2-15*01,28
4,5,IGHD1-26*01,36
3,9,IGHD3-22*01,21
5,1,IGHD3-22*01,201
2,1,IGHD4-23*01,37
8,11,IGHD2-8*01,1
5,0,IGHD7-27*01,3
0,6,IGHD1/OR15-1b*01,6
20,3,IGHD3-9*01,2
17,1,IGHD2-8*01,1
2,10,IGHD6-19*01,25
6,11,IGHD2-15*01,6
2,0,IGHD5-12*01,81
3,12,IGHD3-9*01,7
14,1,IGHD3-9*01,1
0,10,IGHD2-15*01,10
3,8,IGHD2-2*03,22
7,13,IGHD2-21*02,4
2,12,IGHD3/OR15-3b*01,2
0,2,IGHD3-10*01,64
10,11,IGHD2-2*03,20
0,12,IGHD6-6*01,43
7,15,IGHD3-16*02,14
11,12,IGHD3-22*01,5
3,12,IGHD2-15*01,7
2,14,IGHD3-9*01,3
6,6,IGHD2/OR15-2b*01,4
3,3,IGHD6-13*01,160
11,10,IGHD2-21*02,1
19,2,IGHD3-3*01,13
8,12,IGHD2-15*01,1
4,3,IGHD5-5*01,67
14,12,IGHD3-16*02,31
1,9,IGHD3-3*02,1
1,7,IGHD1-20*01,4
4,5,IGHD6-6*01,1
7,11,IGHD3-16*02,8
1,16,IGHD3-9*01,1
4,2,IGHD3-22*01,29
19,1,IGHD3-9*01,6
13,0,IGHD2-8*02,3
6,16,IGHD2-15*01,4
1,7,IGHD3-22*01,1
0,7,IGHD2/OR15-2b*01,4
1,1,IGHD6-13*01,53
8,15,IGHD3-16*01,37
8,6,IGHD2-15*01,1
7,16,IGHD2-15*01,1
10,7,IGHD3-10*02,1
10,6,IGHD3/OR15-3b*01,6
2,5,IGHD1/OR15-1b*01,3
4,2,IGHD6-13*01,25
2,7,IGHD4-17*01,1
4,3,IGHD4-23*01,19
3,11,IGHD2-21*01,1
0,9,IGHD3-16*02,4
7,15,IGHD2-2*03,7
13,12,IGHD2-8*01,1
11,1,IGHD3-10*02,3
0,9,IGHD5-24*01,5
1,13,IGHD3-16*02,1
4,7,IGHD6-6*01,20
1,15,IGHD3-16*02,1
8,4,IGHD3-10*02,1
8,16,IGHD2-8*02,2
21,5,IGHD3-16*02,2
0,6,IGHD4-17*01,118
0,22,IGHD2-21*02,1
13,3,IGHD3-16*02,4
5,3,IGHD6-19*01,38
12,14,IGHD2-2*03,8
0,1,IGHD3/OR15-3b*01,3
2,8,IGHD6-6*01,34
0,10,IGHD6-19*01,203
2,14,IGHD3-3*02,26
6,18,IGHD3-16*02,3
15,10,IGHD3-10*01,8
5,3,IGHD2-2*03,30
10,12,IGHD3/OR15-3b*01,10
10,1,IGHD2/OR15-2b*01,5
0,5,IGHD6-19*01,256
5,12,IGHD3-10*02,18
3,1,IGHD2-8*01,15
12,5,IGHD2-2*03,7
5,11,IGHD3-10*02,41
22,0,IGHD2-8*02,1
3,2,IGHD1/OR15-1b*01,2
11,13,IGHD2/OR15-2b*01,2
5,5,IGHD5/OR15-5b*01,3
2,15,IGHD3-10*02,3
7,1,IGHD2-8*01,12
2,5,IGHD2-2*03,68
2,6,IGHD3-16*02,1
1,9,IGHD6-13*01,6
1,6,IGHD2-15*01,153
0,11,IGHD5-12*01,8
4,8,IGHD6-25*01,12
7,7,IGHD3-3*02,7
0,16,IGHD3-10*02,3
0,5,IGHD2-15*01,37
1,6,IGHD1/OR15-1b*01,40
2,5,IGHD5-5*01,9
2,4,IGHD5/OR15-5b*01,7
4,5,IGHD2/OR15-2b*01,7
12,3,IGHD3/OR15-3b*01,4
13,6,IGHD3-22*01,11
10,2,IGHD3/OR15-3b*01,31
3,11,IGHD3-10*02,18
5,0,IGHD5/OR15-5b*01,19
0,29,IGHD3-16*01,18
4,10,IGHD5/OR15-5b*01,3
2,2,IGHD2-15*01,5
19,0,IGHD3-22*01,3
0,5,IGHD1-14*01,2
9,1,IGHD4/OR15-4b*01,3
12,3,IGHD2-15*01,3
4,3,IGHD3-3*02,1
16,5,IGHD2-8*01,1
3,5,IGHD5-24*01,12
10,9,IGHD2-8*02,3
5,15,IGHD2-2*03,29
5,16,IGHD3-9*01,3
3,9,IGHD5/OR15-5b*01,2
6,12,IGHD6-19*01,3
3,7,IGHD5-5*01,12
7,0,IGHD3-9*01,32
10,2,IGHD5-12*01,6
7,2,IGHD3-3*02,1
2,11,IGHD3-16*02,1
12,12,IGHD3-16*02,15
0,0,IGHD2-15*01,67
3,6,IGHD5-12*01,14
14,7,IGHD3-22*01,1
6,4,IGHD3-9*01,17
19,1,IGHD3-3*02,1
9,10,IGHD3-16*02,1
7,1,IGHD3-3*01,14
0,7,IGHD3-3*02,3
2,2,IGHD3-22*01,19
0,0,IGHD1-7*01,38
5,14,IGHD3-10*02,5
10,9,IGHD3-3*02,15
4,5,IGHD5-24*01,25
14,4,IGHD3-10*02,1
13,0,IGHD5-24*01,2
15,4,IGHD3-22*01,3
0,8,IGHD6-6*01,55
1,4,IGHD2-2*03,9
5,16,IGHD2-15*01,1
3,1,IGHD2-15*01,76
3,6,IGHD4-23*01,7
10,17,IGHD3-16*02,11
4,10,IGHD4/OR15-4b*01,1
13,8,IGHD3-10*01,16
3,4,IGHD3-22*01,24
3,10,IGHD3-3*02,9
8,7,IGHD3-3*01,46
5,3,IGHD2-21*02,1
1,0,IGHD3-10*01,58
0,10,IGHD3-16*02,2
9,1,IGHD3-10*02,10
0,6,IGHD7-27*01,10
1,5,IGHD4-23*01,28
4,10,IGHD2-21*01,73
5,2,IGHD5-12*01,28
10,1,IGHD5-24*01,12
10,2,IGHD4-4*01,2
20,1,IGHD3-16*02,1
7,13,IGHD3/OR15-3b*01,8
0,18,IGHD2-15*01,2
6,10,IGHD2-8*01,6
13,4,IGHD2-8*01,1
8,10,IGHD3-3*02,10
1,8,IGHD5-5*01,1
23,1,IGHD3/OR15-3b*01,1
11,8,IGHD3-10*02,3
5,7,IGHD3-22*01,39
1,5,IGHD4-17*01,38
6,1,IGHD2-8*01,18
0,4,IGHD6-25*01,9
14,12,IGHD2-8*01,1
4,11,IGHD2-21*01,1
2,2,IGHD1-7*01,9
6,1,IGHD2-15*01,220
16,1,IGHD3-10*02,1
6,1,IGHD3-10*02,1
2,0,IGHD6-19*01,123
6,4,IGHD5-5*01,11
0,4,IGHD2-21*01,2
7,4,IGHD2-2*03,52
1,3,IGHD1-26*01,9
0,4,IGHD2-15*01,68
1,3,IGHD5-24*01,64
1,6,IGHD6-6*01,19
2,6,IGHD2-21*01,2
10,6,IGHD4-23*01,3
3,14,IGHD3-16*02,1
7,5,IGHD3-3*01,20
5,5,IGHD2-21*01,3
2,6,IGHD5-5*01,25
3,2,IGHD5-5*01,77
2,4,IGHD6-13*01,38
8,8,IGHD2-8*02,1
15,1,IGHD3-3*02,1
13,2,IGHD2-15*01,6
11,3,IGHD2-21*02,1
1,1,IGHD4-23*01,52
4,11,IGHD5-24*01,1
16,4,IGHD2-21*02,1
12,2,IGHD3-10*01,68
5,2,IGHD5/OR15-5b*01,10
8,10,IGHD2-8*01,5
0,11,IGHD3-3*02,4
1,2,IGHD5-24*01,19
10,6,IGHD2-2*03,20
1,9,IGHD6-19*01,10
14,1,IGHD2-8*02,14
20,2,IGHD3-3*01,1
13,7,IGHD3/OR15-3b*01,6
7,1,IGHD1-26*01,52
3,7,IGHD3-9*01,40
0,6,IGHD2-2*02,9
0,7,IGHD1-26*01,60
1,2,IGHD6-19*01,36
0,11,IGHD3-16*02,1
14,4,IGHD2-21*02,1
3,9,IGHD3-10*01,53
6,6,IGHD3-9*01,34
5,2,IGHD2-2*03,36
0,1,IGHD2-21*01,6
6,2,IGHD3-3*01,34
5,6,IGHD2-15*01,13
14,13,IGHD3-16*02,27
8,8,IGHD3-16*02,2
0,7,IGHD3-9*01,6
0,10,IGHD3-22*01,149
1,2,IGHD2-2*03,18
8,17,IGHD3-16*01,171
15,0,IGHD3-9*01,13
0,1,IGHD1-20*01,9
7,13,IGHD3-3*02,9
6,1,IGHD4-23*01,20
10,8,IGHD5-12*01,1
15,0,IGHD5/OR15-5b*01,5
2,14,IGHD2-2*03,28
0,11,IGHD2-8*01,1
6,4,IGHD5-12*01,2
9,7,IGHD3-10*02,1
20,1,IGHD2-8*02,28
8,0,IGHD5-24*01,13
6,0,IGHD2-21*02,4
7,4,IGHD2-21*02,5
8,9,IGHD5-5*01,1
10,0,IGHD2-15*01,2
7,10,IGHD2-8*02,3
2,6,IGHD2-2*02,47
12,7,IGHD2-2*03,7
5,1,IGHD2-21*01,6
18,2,IGHD3-22*01,2
2,3,IGHD4/OR15-4b*01,3
5,7,IGHD5-12*01,11
3,5,IGHD1-26*01,215
5,21,IGHD3-16*02,1
4,9,IGHD3-16*02,7
3,11,IGHD3-9*01,3
1,12,IGHD3-16*02,1
1,7,IGHD3-10*01,29
10,2,IGHD2-2*03,17
9,8,IGHD2-2*03,9
12,9,IGHD3-10*02,6
10,7,IGHD3-3*01,17
6,3,IGHD1-26*01,10
18,5,IGHD3-10*01,1
2,5,IGHD3-10*01,6
9,5,IGHD3-3*01,20
2,13,IGHD3-3*02,13
2,16,IGHD3-9*01,1
9,0,IGHD1-26*01,18
16,0,IGHD3-3*01,3
1,9,IGHD4-23*01,1
9,9,IGHD2-15*01,5
1,17,IGHD3-3*02,2
2,7,IGHD3-3*02,1
8,1,IGHD6-13*01,3
12,1,IGHD3-9*01,2
9,6,IGHD3-10*02,3
0,26,IGHD3-16*02,8
6,9,IGHD2-21*02,10
5,0,IGHD2-21*01,2
2,1,IGHD2-2*02,69
9,10,IGHD3-9*01,6
4,10,IGHD6-25*01,2
7,15,IGHD3-3*02,4
10,9,IGHD2-2*03,6
5,3,IGHD6-13*01,33
9,1,IGHD1-26*01,4
13,10,IGHD3/OR15-3b*01,4
3,6,IGHD2-21*02,8
8,25,IGHD3-16*01,1
11,7,IGHD3-9*01,3
3,8,IGHD2-21*02,5
10,14,IGHD2-2*03,16
6,2,IGHD4/OR15-4b*01,3
4,9,IGHD5-12*01,34
17,1,IGHD3-22*01,8
1,8,IGHD3-22*01,1
3,0,IGHD4-4*01,25
9,1,IGHD3-9*01,19
7,6,IGHD2-21*02,5
6,6,IGHD3-3*02,5
5,5,IGHD1-26*01,74
2,0,IGHD4-4*01,16
5,4,IGHD3-10*01,92
6,1,IGHD4/OR15-4b*01,7
0,6,IGHD4-23*01,95
4,20,IGHD2-15*01,1
5,1,IGHD3-9*01,18
14,9,IGHD3-16*02,11
25,0,IGHD2-8*02,1
0,0,IGHD6-19*01,590
16,0,IGHD3-9*01,2
1,12,IGHD2-2*02,1
6,3,IGHD1/OR15-1b*01,4
3,10,IGHD5-5*01,2
3,11,IGHD6-6*01,3
9,14,IGHD3-22*01,1
4,13,IGHD2-15*01,3
6,1,IGHD3/OR15-3b*01,6
4,6,IGHD3-3*02,14
3,5,IGHD3-3*01,14
14,2,IGHD2-15*01,1
4,8,IGHD5-24*01,16
13,2,IGHD5/OR15-5b*01,1
8,11,IGHD2-2*03,1
0,15,IGHD2/OR15-2b*01,3
1,0,IGHD3-3*01,31
7,7,IGHD6-6*01,9
4,0,IGHD5-12*01,38
5,6,IGHD6-19*01,28
18,2,IGHD3-10*01,2
22,0,IGHD3-16*02,2
13,10,IGHD3-10*02,1
13,9,IGHD2-2*03,1
6,5,IGHD5-12*01,9
3,11,IGHD3-3*02,20
11,0,IGHD2-15*01,6
12,1,IGHD3-22*01,28
0,0,IGHD1-14*01,48
7,2,IGHD3-10*01,42
6,8,IGHD6-19*01,40
9,3,IGHD2-21*01,2
24,2,IGHD2/OR15-2b*01,14
4,0,IGHD2-2*02,9
14,2,IGHD3-10*02,1
12,9,IGHD3-3*02,1
0,1,IGHD4-4*01,125
4,15,IGHD3-16*01,1
0,13,IGHD5-24*01,6
7,9,IGHD3-9*01,1
14,7,IGHD3-10*02,2
10,9,IGHD3-9*01,7
15,0,IGHD3-22*01,30
1,4,IGHD6-19*01,13
3,16,IGHD2-2*03,15
0,0,IGHD4/OR15-4b*01,34
4,1,IGHD1-1*01,7
6,7,IGHD3-22*01,42
7,24,IGHD3-16*02,2
0,19,IGHD3-16*01,6
5,15,IGHD3-10*02,25
2,2,IGHD1-1*01,7
1,0,IGHD1/OR15-1b*01,2
15,1,IGHD3-22*01,8
2,2,IGHD2-21*01,7
3,3,IGHD4-17*01,59
9,6,IGHD5-24*01,1
3,13,IGHD3-16*02,4
8,4,IGHD3-3*01,17
17,0,IGHD3/OR15-3b*01,2
4,9,IGHD3-22*01,14
2,14,IGHD5/OR15-5b*01,2
6,18,IGHD2-2*03,3
2,10,IGHD6-13*01,2
10,12,IGHD3-3*02,17
20,0,IGHD3-16*02,1
13,0,IGHD2-8*01,1
1,2,IGHD2-21*02,33
6,7,IGHD3-16*01,1
2,7,IGHD2-2*03,42
1,2,IGHD1-14*01,1
8,1,IGHD2/OR15-2b*01,2
3,5,IGHD2/OR15-2b*01,1
16,0,IGHD2-8*01,5
18,9,IGHD3-16*02,6
4,17,IGHD2-21*01,1
2,7,IGHD1-14*01,5
5,5,IGHD2-15*01,24
5,1,IGHD2-21*02,22
4,10,IGHD3-22*01,17
12,7,IGHD3/OR15-3b*01,3
12,0,IGHD3-3*01,11
4,7,IGHD2-8*01,10
9,11,IGHD2-21*01,1
1,3,IGHD3-3*02,1
4,4,IGHD4-23*01,13
7,10,IGHD2-21*01,21
10,2,IGHD3-3*02,1
1,17,IGHD3-22*01,1
1,1,IGHD2-21*02,107
14,3,IGHD3-10*02,2
3,2,IGHD3-10*01,52
4,2,IGHD5/OR15-5b*01,6
14,10,IGHD3-16*02,7
0,1,IGHD5/OR15-5b*01,14
8,6,IGHD1-26*01,10
8,11,IGHD3/OR15-3b*01,14
6,14,IGHD3-16*01,1
8,10,IGHD3-16*02,5
1,17,IGHD3-16*01,5
0,13,IGHD6-6*01,2
18,1,IGHD3-9*01,2
4,2,IGHD1-1*01,1
0,15,IGHD2-15*01,21
5,21,IGHD2/OR15-2b*01,1
12,1,IGHD3-10*02,27
4,0,IGHD5-5*01,230
9,4,IGHD3-16*02,4
15,13,IGHD3-9*01,1
1,10,IGHD2-2*03,4
11,9,IGHD3-10*02,8
2,2,IGHD1-14*01,4
10,0,IGHD5/OR15-5b*01,1
1,13,IGHD2-21*02,2
3,4,IGHD3-16*02,2
3,6,IGHD5-5*01,16
2,2,IGHD2-2*03,15
1,5,IGHD1-14*01,1
1,5,IGHD6-13*01,12
5,0,IGHD4-4*01,44
5,5,IGHD2-21*02,4
9,17,IGHD3-16*02,3
3,16,IGHD2-8*02,4
10,9,IGHD3/OR15-3b*01,17
1,4,IGHD2-21*02,3
1,6,IGHD4-17*01,11
11,2,IGHD3-9*01,3
1,8,IGHD2-2*02,3
10,4,IGHD2-15*01,12
5,2,IGHD3-3*02,1
8,13,IGHD3-9*01,1
8,2,IGHD5/OR15-5b*01,1
14,8,IGHD3-9*01,1
13,12,IGHD3-10*02,14
6,13,IGHD2-15*01,13
17,2,IGHD3-22*01,18
8,6,IGHD3-10*01,52
12,10,IGHD3-9*01,2
9,7,IGHD5-12*01,3
1,18,IGHD3-16*01,5
10,0,IGHD6-6*01,1
2,2,IGHD6-19*01,63
8,7,IGHD3-16*02,8
8,8,IGHD3-22*01,23
2,11,IGHD3-22*01,7
5,6,IGHD6-13*01,32
11,5,IGHD3-9*01,2
20,5,IGHD3-3*01,1
6,5,IGHD3-9*01,23
3,0,IGHD2-2*03,15
8,10,IGHD3-22*01,64
0,6,IGHD2-8*02,1
5,11,IGHD2-2*03,24
0,5,IGHD6-13*01,81
5,14,IGHD3-3*02,28
12,8,IGHD3-9*01,4
1,12,IGHD2-21*02,12
11,4,IGHD5/OR15-5b*01,2
7,3,IGHD5-24*01,17
4,4,IGHD3-3*02,1
2,1,IGHD3-10*01,25
1,0,IGHD2-21*01,3
4,4,IGHD5/OR15-5b*01,3
0,4,IGHD7-27*01,89
